X,CH1,CH2,CH3,Start,Increment,
Sequence,Volt,Volt,Volt,-1.400000e-03,5.000000e-05
0,5.00e+00,5.40e+00,5.20e+00,
1,5.40e+00,4.80e+00,5.80e+00,
2,5.40e+00,5.00e+00,5.20e+00,
3,5.00e+00,5.40e+00,5.80e+00,
4,5.00e+00,5.00e+00,5.20e+00,
5,5.40e+00,5.40e+00,5.80e+00,
6,5.00e+00,5.00e+00,5.20e+00,
7,5.40e+00,5.40e+00,5.80e+00,
8,5.00e+00,5.00e+00,5.20e+00,
9,5.40e+00,5.40e+00,5.80e+00,
10,5.00e+00,5.40e+00,5.20e+00,
11,5.40e+00,4.80e+00,5.80e+00,
12,5.40e+00,5.00e+00,5.20e+00,
13,5.00e+00,5.40e+00,5.80e+00,
14,5.40e+00,5.00e+00,5.20e+00,
15,5.00e+00,5.40e+00,5.80e+00,
16,5.00e+00,5.00e+00,5.20e+00,
17,5.40e+00,5.40e+00,5.80e+00,
18,5.00e+00,5.00e+00,5.80e+00,
19,5.40e+00,5.40e+00,5.20e+00,
20,5.00e+00,5.40e+00,5.20e+00,
21,5.40e+00,4.80e+00,5.80e+00,
22,5.40e+00,5.40e+00,5.20e+00,
23,5.00e+00,4.80e+00,5.80e+00,
24,5.40e+00,5.00e+00,5.20e+00,
25,5.00e+00,5.60e+00,5.80e+00,
26,5.00e+00,5.00e+00,5.80e+00,
27,5.40e+00,5.60e+00,5.20e+00,
28,-8.00e-01,5.40e+00,-1.60e+00,
29,4.00e-01,-2.20e+00,4.00e-01,
30,0.00e+00,-4.00e-01,0.00e+00,
31,4.00e-01,4.00e-01,8.00e-01,
32,4.00e-01,0.00e+00,0.00e+00,
33,0.00e+00,8.00e-01,8.00e-01,
34,4.00e-01,0.00e+00,8.00e-01,
35,0.00e+00,8.00e-01,2.00e-01,
36,4.00e-01,8.00e-01,8.00e-01,
37,0.00e+00,2.00e-01,2.00e-01,
38,0.00e+00,2.00e-01,2.00e-01,
39,4.00e-01,8.00e-01,8.00e-01,
40,4.00e-01,2.00e-01,8.00e-01,
41,0.00e+00,8.00e-01,2.00e-01,
42,4.00e-01,8.00e-01,8.00e-01,
43,0.00e+00,2.00e-01,2.00e-01,
44,4.00e-01,8.00e-01,2.00e-01,
45,0.00e+00,2.00e-01,8.00e-01,
46,0.00e+00,8.00e-01,2.00e-01,
47,4.00e-01,0.00e+00,8.00e-01,
48,0.00e+00,8.00e-01,8.00e-01,
49,4.00e-01,2.00e-01,2.00e-01,
50,0.00e+00,2.00e-01,2.00e-01,
51,4.00e-01,6.60e+00,6.40e+00,
52,8.00e-01,-2.20e+00,6.40e+00,
53,0.00e+00,6.40e+00,-1.40e+00,
54,0.00e+00,6.00e-01,6.00e+00,
55,4.00e-01,-6.00e-01,-1.40e+00,
56,0.00e+00,6.60e+00,6.00e+00,
57,4.00e-01,-1.60e+00,-1.20e+00,
58,0.00e+00,6.40e+00,0.00e+00,
59,6.00e-01,-1.80e+00,6.00e+00,
60,0.00e+00,6.40e+00,5.80e+00,
61,6.00e-01,-1.40e+00,-1.40e+00,
62,0.00e+00,6.40e+00,6.00e+00,
63,6.00e-01,-4.00e-01,-1.40e+00,
64,0.00e+00,6.20e+00,0.00e+00,
65,6.00e-01,-1.20e+00,6.00e+00,
66,0.00e+00,6.40e+00,5.80e+00,
67,6.00e-01,-1.80e+00,-1.60e+00,
68,-2.00e-01,6.40e+00,6.00e+00,
69,8.00e-01,-1.60e+00,-2.00e+00,
70,0.00e+00,4.00e-01,0.00e+00,
71,4.00e-01,0.00e+00,8.00e-01,
72,4.00e-01,0.00e+00,2.00e-01,
73,0.00e+00,8.00e-01,8.00e-01,
74,0.00e+00,0.00e+00,2.00e-01,
