X,CH1,CH2,CH3,Start,Increment,
Sequence,Volt,Volt,Volt,2.500007e-04,2.000000e-08
0,5,5,5,
69999,0,5,5,
70006,0,5,0,
70879,0,0,0,
125492,0,5,0,
127910,0,5,5,
129985,0,0,5,
132332,0,0,0,
133560,0,5,0,
134825,0,0,0,
134832,0,0,5,
139079,0,0,0,
140306,0,5,0,
141572,0,0,0,
141579,0,0,5,
143772,0,0,0,
145000,0,5,0,
146265,0,0,0,
146272,0,0,5,
149595,0,5,5,
150861,0,0,5,
153061,0,0,0,
154288,0,5,0,
155554,0,0,0,
155561,0,0,5,
157754,0,0,0,
158982,0,5,0,
160248,0,0,0,
160253,0,0,5,
165630,0,5,5,
166897,0,0,5,
169096,0,0,0,
170323,0,5,0,
171590,0,0,0,
171597,0,0,5,
173380,0,0,0,
231288,0,5,0,
232584,0,5,5,
235243,0,0,5,
240821,0,5,5,
242087,0,0,5,
245417,0,5,5,
246683,0,0,5,
250012,0,5,5,
251279,0,0,5,
254608,0,5,5,
255874,0,0,5,
258074,0,0,0,
259301,0,5,0,
260567,0,0,0,
260574,0,0,5,
265999,0,5,5,
267265,0,0,5,
270594,0,5,5,
271861,0,0,5,
274061,0,0,0,
275288,0,5,0,
276554,0,0,0,
276561,0,0,5,
278053,0,0,0,
281695,5,0,0,
282768,5,5,0,
283553,5,0,0,
289209,5,5,0,
297140,5,5,5,
298278,5,0,5,
301528,5,0,0,
305134,5,5,0,
308653,5,0,0,
309208,5,0,5,
311028,5,0,0,
314633,5,5,0,
318153,5,0,0,
318708,5,0,5,
320528,5,0,0,
324133,5,5,0,
327653,5,0,0,
328208,5,0,5,
330028,5,0,0,
333633,5,5,0,
337153,5,0,0,
337708,5,0,5,
343109,5,5,5,
346628,5,0,5,
352583,5,5,5,
356102,5,0,5,
358477,5,0,0,
362083,5,5,0,
365602,5,0,0,
366158,5,0,5,
367977,5,0,0,
371583,5,5,0,
375102,5,0,0,
375658,5,0,5,
377705,5,0,0,
386407,5,5,0,
388758,5,5,5,
390077,5,0,5,
393327,5,0,0,
396933,5,5,0,
400452,5,0,0,
401007,5,0,5,
402827,5,0,0,
406433,5,5,0,
409952,5,0,0,
410507,5,0,5,
412327,5,0,0,
415932,5,5,0,
419452,5,0,0,
420007,5,0,5,
421827,5,0,0,
425432,5,5,0,
428952,5,0,0,
429506,5,0,5,
434907,5,5,5,
438426,5,0,5,
444382,5,5,5,
447901,5,0,5,
450276,5,0,0,
453881,5,5,0,
457401,5,0,0,
457957,5,0,5,
459776,5,0,0,
463381,5,5,0,
466901,5,0,0,
467456,5,0,5,
469567,5,0,0,
478206,5,5,0,
480621,5,5,5,
481876,5,0,5,
485126,5,0,0,
488731,5,5,0,
492251,5,0,0,
492806,5,0,5,
494626,5,0,0,
498231,5,5,0,
501751,5,0,0,
502306,5,0,5,
507706,5,5,5,
511225,5,0,5,
517181,5,5,5,
520700,5,0,5,
523075,5,0,0,
526681,5,5,0,
530200,5,0,0,
530756,5,0,5,
536156,5,5,5,
539675,5,0,5,
542050,5,0,0,
545656,5,5,0,
549175,5,0,0,
549731,5,0,5,
551550,5,0,0,
555155,5,5,0,
558675,5,0,0,
559230,5,0,5,
561233,5,0,0,
569980,5,5,0,
572971,5,5,5,
575000,5,0,5,
578250,5,0,0,
581855,5,5,0,
585374,5,0,0,
585930,5,0,5,
587750,5,0,0,
591355,5,5,0,
594874,5,0,0,
595430,5,0,5,
597249,5,0,0,
600855,5,5,0,
604374,5,0,0,
604929,5,0,5,
606749,5,0,0,
610354,5,5,0,
613874,5,0,0,
614429,5,0,5,
616249,5,0,0,
619854,5,5,0,
623374,5,0,0,
623929,5,0,5,
629329,5,5,5,
632849,5,0,5,
635224,5,0,0,
638829,5,5,0,
642349,5,0,0,
642904,5,0,5,
644724,5,0,0,
648330,5,5,0,
651849,5,0,0,
652404,5,0,5,
653633,5,0,0,
662079,5,5,0,
748971,5,5,5,
750797,5,0,5,
757628,5,5,5,
761147,5,0,5,
767103,5,5,5,
770622,5,0,5,
776578,5,5,5,
780097,5,0,5,
786053,5,5,5,
789572,5,0,5,
791947,5,0,0,
795552,5,5,0,
799072,5,0,0,
799627,5,0,5,
801447,5,0,0,
805052,5,5,0,
808572,5,0,0,
809127,5,0,5,
814527,5,5,5,
818046,5,0,5,
820421,5,0,0,
824027,5,5,0,
827546,5,0,0,
828102,5,0,5,
830122,5,0,0,
848751,5,5,0,
851197,5,5,5,
852421,5,0,5,
859252,5,5,5,
862771,5,0,5,
868727,5,5,5,
872246,5,0,5,
874621,5,0,0,
878226,5,5,0,
881746,5,0,0,
882301,5,0,5,
887701,5,5,5,
891220,5,0,5,
893595,5,0,0,
897201,5,5,0,
900720,5,0,0,
901276,5,0,5,
903095,5,0,0,
906701,5,5,0,
910220,5,0,0,
910776,5,0,5,
916176,5,5,5,
919695,5,0,5,
922070,5,0,0,
925676,5,5,0,
929195,5,0,0,
929751,5,0,5,
